"","year","year_trt","trt","site_name","site_code","block","plot","subplot","mass","category","live"
"56333",2016,1,"NPK+Fence","Slieve Carran","burren.ie",3,30,"A",0.3,"BRYOPHYTE","1"
"56334",2016,1,"NPK+Fence","Slieve Carran","burren.ie",3,30,"A",57.38,"FORB","1"
"56335",2016,1,"NPK+Fence","Slieve Carran","burren.ie",3,30,"A",619.32,"GRAMINOID","1"
"56336",2016,1,"NPK+Fence","Slieve Carran","burren.ie",3,30,"A",2,"LEGUME","1"
"56337",2016,1,"NPK+Fence","Slieve Carran","burren.ie",3,30,"A",0,"LITTER","0"
"56338",2017,2,"Control","Slieve Carran","burren.ie",1,1,"A",146.05,"FORB","1"
"56339",2017,2,"Control","Slieve Carran","burren.ie",1,1,"A",229.2,"GRAMINOID","1"
"56340",2017,2,"Control","Slieve Carran","burren.ie",1,1,"A",17.55,"LEGUME","1"
"56341",2017,2,"Control","Slieve Carran","burren.ie",1,1,"A",85,"LITTER","0"
"56342",2017,2,"PK","Slieve Carran","burren.ie",1,2,"B",145.2,"FORB","1"
"56343",2017,2,"PK","Slieve Carran","burren.ie",1,2,"B",167.5,"GRAMINOID","1"
"56344",2017,2,"PK","Slieve Carran","burren.ie",1,2,"B",115,"LEGUME","1"
"56345",2017,2,"PK","Slieve Carran","burren.ie",1,2,"B",34.6,"LITTER","0"
"56346",2017,2,"NK","Slieve Carran","burren.ie",1,3,"D",130.5,"FORB","1"
"56347",2017,2,"NK","Slieve Carran","burren.ie",1,3,"D",260.65,"GRAMINOID","1"
"56348",2017,2,"NK","Slieve Carran","burren.ie",1,3,"D",11.8,"LEGUME","1"
"56349",2017,2,"NK","Slieve Carran","burren.ie",1,3,"D",36.5,"LITTER","0"
"56350",2017,2,"NP","Slieve Carran","burren.ie",1,4,"D",99,"FORB","1"
"56351",2017,2,"NP","Slieve Carran","burren.ie",1,4,"D",647.35,"GRAMINOID","1"
"56352",2017,2,"NP","Slieve Carran","burren.ie",1,4,"D",103.35,"LEGUME","1"
"56353",2017,2,"NP","Slieve Carran","burren.ie",1,4,"D",71.5,"LITTER","0"
"56354",2017,2,"Fence","Slieve Carran","burren.ie",1,5,"A",120.4,"FORB","1"
"56355",2017,2,"Fence","Slieve Carran","burren.ie",1,5,"A",424.6,"GRAMINOID","1"
"56356",2017,2,"Fence","Slieve Carran","burren.ie",1,5,"A",12.05,"LEGUME","1"
"56357",2017,2,"Fence","Slieve Carran","burren.ie",1,5,"A",72,"LITTER","0"
"56358",2017,2,"NPK+Fence","Slieve Carran","burren.ie",1,6,"B",36.55,"FORB","1"
"56359",2017,2,"NPK+Fence","Slieve Carran","burren.ie",1,6,"B",1034.4,"GRAMINOID","1"
"56360",2017,2,"NPK+Fence","Slieve Carran","burren.ie",1,6,"B",21.1,"LEGUME","1"
"56361",2017,2,"NPK+Fence","Slieve Carran","burren.ie",1,6,"B",20.8,"LITTER","0"
"56362",2017,2,"P","Slieve Carran","burren.ie",1,7,"C",27.1,"FORB","1"
"56363",2017,2,"P","Slieve Carran","burren.ie",1,7,"C",288.1,"GRAMINOID","1"
"56364",2017,2,"P","Slieve Carran","burren.ie",1,7,"C",35.35,"LEGUME","1"
"56365",2017,2,"P","Slieve Carran","burren.ie",1,7,"C",82.4,"LITTER","0"
"56366",2017,2,"N","Slieve Carran","burren.ie",1,8,"C",120.05,"FORB","1"
"56367",2017,2,"N","Slieve Carran","burren.ie",1,8,"C",305.35,"GRAMINOID","1"
"56368",2017,2,"N","Slieve Carran","burren.ie",1,8,"C",17.65,"LEGUME","1"
"56369",2017,2,"N","Slieve Carran","burren.ie",1,8,"C",82.5,"LITTER","0"
"56370",2017,2,"K","Slieve Carran","burren.ie",1,9,"D",166.65,"FORB","1"
"56371",2017,2,"K","Slieve Carran","burren.ie",1,9,"D",357.6,"GRAMINOID","1"
"56372",2017,2,"K","Slieve Carran","burren.ie",1,9,"D",37.8,"LEGUME","1"
"56373",2017,2,"K","Slieve Carran","burren.ie",1,9,"D",98.85,"LITTER","0"
"56374",2017,2,"NPK","Slieve Carran","burren.ie",1,10,"D",96.8,"FORB","1"
"56375",2017,2,"NPK","Slieve Carran","burren.ie",1,10,"D",877.5,"GRAMINOID","1"
"56376",2017,2,"NPK","Slieve Carran","burren.ie",1,10,"D",11.3,"LEGUME","1"
"56377",2017,2,"NPK","Slieve Carran","burren.ie",1,10,"D",96.55,"LITTER","0"
"56378",2017,2,"K","Slieve Carran","burren.ie",2,11,"A",95.6,"FORB","1"
"56379",2017,2,"K","Slieve Carran","burren.ie",2,11,"A",130.55,"GRAMINOID","1"
"56380",2017,2,"K","Slieve Carran","burren.ie",2,11,"A",9.7,"LEGUME","1"
"56381",2017,2,"K","Slieve Carran","burren.ie",2,11,"A",140,"LITTER","0"
"56382",2017,2,"NK","Slieve Carran","burren.ie",2,12,"C",224.9,"FORB","1"
"56383",2017,2,"NK","Slieve Carran","burren.ie",2,12,"C",296.65,"GRAMINOID","1"
"56384",2017,2,"NK","Slieve Carran","burren.ie",2,12,"C",275.05,"LITTER","0"
"56385",2017,2,"P","Slieve Carran","burren.ie",2,13,"B",146.95,"FORB","1"
"56386",2017,2,"P","Slieve Carran","burren.ie",2,13,"B",330.75,"GRAMINOID","1"
"56387",2017,2,"P","Slieve Carran","burren.ie",2,13,"B",100.8,"LEGUME","1"
"56388",2017,2,"P","Slieve Carran","burren.ie",2,13,"B",298.45,"LITTER","0"
"56389",2017,2,"NPK","Slieve Carran","burren.ie",2,14,"D",27.2,"FORB","1"
"56390",2017,2,"NPK","Slieve Carran","burren.ie",2,14,"D",445.1,"GRAMINOID","1"
"56391",2017,2,"NPK","Slieve Carran","burren.ie",2,14,"D",4.1,"LEGUME","1"
"56392",2017,2,"NPK","Slieve Carran","burren.ie",2,14,"D",64.35,"LITTER","0"
"56393",2017,2,"N","Slieve Carran","burren.ie",2,15,"D",57.6,"FORB","1"
"56394",2017,2,"N","Slieve Carran","burren.ie",2,15,"D",648.55,"GRAMINOID","1"
"56395",2017,2,"N","Slieve Carran","burren.ie",2,15,"D",0.2,"LEGUME","1"
"56396",2017,2,"N","Slieve Carran","burren.ie",2,15,"D",239.35,"LITTER","0"
"56397",2017,2,"NPK+Fence","Slieve Carran","burren.ie",2,16,"C",7,"FORB","1"
"56398",2017,2,"NPK+Fence","Slieve Carran","burren.ie",2,16,"C",948.25,"GRAMINOID","1"
"56399",2017,2,"NPK+Fence","Slieve Carran","burren.ie",2,16,"C",91.95,"LITTER","0"
"56400",2017,2,"Control","Slieve Carran","burren.ie",2,17,"B",170.3,"FORB","1"
"56401",2017,2,"Control","Slieve Carran","burren.ie",2,17,"B",273.35,"GRAMINOID","1"
"56402",2017,2,"Control","Slieve Carran","burren.ie",2,17,"B",0.05,"LEGUME","1"
"56403",2017,2,"Control","Slieve Carran","burren.ie",2,17,"B",253.35,"LITTER","0"
"56404",2017,2,"Fence","Slieve Carran","burren.ie",2,18,"B",83.55,"FORB","1"
"56405",2017,2,"Fence","Slieve Carran","burren.ie",2,18,"B",232.55,"GRAMINOID","1"
"56406",2017,2,"Fence","Slieve Carran","burren.ie",2,18,"B",387.85,"LITTER","0"
"56407",2017,2,"NP","Slieve Carran","burren.ie",2,19,"A",54,"FORB","1"
"56408",2017,2,"NP","Slieve Carran","burren.ie",2,19,"A",693,"GRAMINOID","1"
"56409",2017,2,"NP","Slieve Carran","burren.ie",2,19,"A",3.6,"LEGUME","1"
"56410",2017,2,"NP","Slieve Carran","burren.ie",2,19,"A",200.65,"LITTER","0"
"56411",2017,2,"PK","Slieve Carran","burren.ie",2,20,"A",58.7,"FORB","1"
"56412",2017,2,"PK","Slieve Carran","burren.ie",2,20,"A",827.3,"GRAMINOID","1"
"56413",2017,2,"PK","Slieve Carran","burren.ie",2,20,"A",5.1,"LEGUME","1"
"56414",2017,2,"PK","Slieve Carran","burren.ie",2,20,"A",66.45,"LITTER","0"
"56415",2017,2,"Fence","Slieve Carran","burren.ie",3,21,"C",10,"FORB","1"
"56416",2017,2,"Fence","Slieve Carran","burren.ie",3,21,"C",529.25,"GRAMINOID","1"
"56417",2017,2,"Fence","Slieve Carran","burren.ie",3,21,"C",0.1,"LEGUME","1"
"56418",2017,2,"Fence","Slieve Carran","burren.ie",3,21,"C",173.85,"LITTER","0"
"56419",2017,2,"P","Slieve Carran","burren.ie",3,22,"D",0.5,"BRYOPHYTE","1"
"56420",2017,2,"P","Slieve Carran","burren.ie",3,22,"D",89.25,"FORB","1"
"56421",2017,2,"P","Slieve Carran","burren.ie",3,22,"D",250.6,"GRAMINOID","1"
"56422",2017,2,"P","Slieve Carran","burren.ie",3,22,"D",47.95,"LEGUME","1"
"56423",2017,2,"P","Slieve Carran","burren.ie",3,22,"D",208.25,"LITTER","0"
"56424",2017,2,"NPK","Slieve Carran","burren.ie",3,23,"A",77.7,"FORB","1"
"56425",2017,2,"NPK","Slieve Carran","burren.ie",3,23,"A",867,"GRAMINOID","1"
"56426",2017,2,"NPK","Slieve Carran","burren.ie",3,23,"A",56,"LITTER","0"
"56427",2017,2,"N","Slieve Carran","burren.ie",3,24,"C",31.6,"FORB","1"
"56428",2017,2,"N","Slieve Carran","burren.ie",3,24,"C",100.9,"GRAMINOID","1"
"56429",2017,2,"N","Slieve Carran","burren.ie",3,24,"C",0.05,"LEGUME","1"
"56430",2017,2,"N","Slieve Carran","burren.ie",3,24,"C",164.55,"LITTER","0"
"56431",2017,2,"NP","Slieve Carran","burren.ie",3,25,"D",54.2,"FORB","1"
"56432",2017,2,"NP","Slieve Carran","burren.ie",3,25,"D",529.7,"GRAMINOID","1"
"56433",2017,2,"NP","Slieve Carran","burren.ie",3,25,"D",2.3,"LEGUME","1"
"56434",2017,2,"NP","Slieve Carran","burren.ie",3,25,"D",81.8,"LITTER","0"
"56435",2017,2,"K","Slieve Carran","burren.ie",3,26,"A",73.35,"FORB","1"
"56436",2017,2,"K","Slieve Carran","burren.ie",3,26,"A",246.55,"GRAMINOID","1"
"56437",2017,2,"K","Slieve Carran","burren.ie",3,26,"A",0.1,"LEGUME","1"
"56438",2017,2,"K","Slieve Carran","burren.ie",3,26,"A",174,"LITTER","0"
"56439",2017,2,"NK","Slieve Carran","burren.ie",3,27,"B",81.2,"FORB","1"
"56440",2017,2,"NK","Slieve Carran","burren.ie",3,27,"B",367.35,"GRAMINOID","1"
"56441",2017,2,"NK","Slieve Carran","burren.ie",3,27,"B",1.3,"LEGUME","1"
"56442",2017,2,"NK","Slieve Carran","burren.ie",3,27,"B",293.25,"LITTER","0"
"56443",2017,2,"Control","Slieve Carran","burren.ie",3,28,"D",38.1,"FORB","1"
"56444",2017,2,"Control","Slieve Carran","burren.ie",3,28,"D",129.75,"GRAMINOID","1"
"56445",2017,2,"Control","Slieve Carran","burren.ie",3,28,"D",1.3,"LEGUME","1"
"56446",2017,2,"Control","Slieve Carran","burren.ie",3,28,"D",258.7,"LITTER","0"
"56447",2017,2,"PK","Slieve Carran","burren.ie",3,29,"D",81.1,"FORB","1"
"56448",2017,2,"PK","Slieve Carran","burren.ie",3,29,"D",113.05,"GRAMINOID","1"
"56449",2017,2,"PK","Slieve Carran","burren.ie",3,29,"D",280.3,"LEGUME","1"
"56450",2017,2,"PK","Slieve Carran","burren.ie",3,29,"D",344.3,"LITTER","0"
"56451",2017,2,"NPK+Fence","Slieve Carran","burren.ie",3,30,"A",48.25,"FORB","1"
"56452",2017,2,"NPK+Fence","Slieve Carran","burren.ie",3,30,"A",528,"GRAMINOID","1"
"56453",2017,2,"NPK+Fence","Slieve Carran","burren.ie",3,30,"A",1.9,"LITTER","0"
"56454",2018,3,"Control","Slieve Carran","burren.ie",1,1,"A",5.05,"BRYOPHYTE","1"
"56455",2018,3,"Control","Slieve Carran","burren.ie",1,1,"A",289.65,"FORB","1"
"56456",2018,3,"Control","Slieve Carran","burren.ie",1,1,"A",294,"GRAMINOID","1"
"56457",2018,3,"Control","Slieve Carran","burren.ie",1,1,"A",29.15,"LEGUME","1"
"56458",2018,3,"Control","Slieve Carran","burren.ie",1,1,"A",266.05,"LITTER","0"
"56459",2018,3,"PK","Slieve Carran","burren.ie",1,2,"B",193,"FORB","1"
"56460",2018,3,"PK","Slieve Carran","burren.ie",1,2,"B",372.4,"GRAMINOID","1"
"56461",2018,3,"PK","Slieve Carran","burren.ie",1,2,"B",29,"LEGUME","1"
"56462",2018,3,"PK","Slieve Carran","burren.ie",1,2,"B",104.25,"LITTER","0"
"56463",2018,3,"NK","Slieve Carran","burren.ie",1,3,"D",151.05,"FORB","1"
"56464",2018,3,"NK","Slieve Carran","burren.ie",1,3,"D",345.5,"GRAMINOID","1"
"56465",2018,3,"NK","Slieve Carran","burren.ie",1,3,"D",6.55,"LEGUME","1"
"56466",2018,3,"NK","Slieve Carran","burren.ie",1,3,"D",316.2,"LITTER","0"
"56467",2018,3,"NP","Slieve Carran","burren.ie",1,4,"D",312.15,"FORB","1"
"56468",2018,3,"NP","Slieve Carran","burren.ie",1,4,"D",486,"GRAMINOID","1"
"56469",2018,3,"NP","Slieve Carran","burren.ie",1,4,"D",13.3,"LEGUME","1"
"56470",2018,3,"NP","Slieve Carran","burren.ie",1,4,"D",145.6,"LITTER","0"
"56471",2018,3,"Fence","Slieve Carran","burren.ie",1,5,"A",0.85,"BRYOPHYTE","1"
"56472",2018,3,"Fence","Slieve Carran","burren.ie",1,5,"A",114.55,"FORB","1"
"56473",2018,3,"Fence","Slieve Carran","burren.ie",1,5,"A",816.95,"GRAMINOID","1"
"56474",2018,3,"Fence","Slieve Carran","burren.ie",1,5,"A",34.15,"LEGUME","1"
"56475",2018,3,"Fence","Slieve Carran","burren.ie",1,5,"A",367.6,"LITTER","0"
"56476",2018,3,"NPK+Fence","Slieve Carran","burren.ie",1,6,"B",2.6,"FORB","1"
"56477",2018,3,"NPK+Fence","Slieve Carran","burren.ie",1,6,"B",403.3,"GRAMINOID","1"
"56478",2018,3,"NPK+Fence","Slieve Carran","burren.ie",1,6,"B",14.75,"LEGUME","1"
"56479",2018,3,"NPK+Fence","Slieve Carran","burren.ie",1,6,"B",219.25,"LITTER","0"
"56480",2018,3,"P","Slieve Carran","burren.ie",1,7,"C",267.7,"FORB","1"
"56481",2018,3,"P","Slieve Carran","burren.ie",1,7,"C",520.75,"GRAMINOID","1"
"56482",2018,3,"P","Slieve Carran","burren.ie",1,7,"C",26.2,"LEGUME","1"
"56483",2018,3,"P","Slieve Carran","burren.ie",1,7,"C",302.8,"LITTER","0"
"56484",2018,3,"N","Slieve Carran","burren.ie",1,8,"C",239.7,"FORB","1"
"56485",2018,3,"N","Slieve Carran","burren.ie",1,8,"C",417.4,"GRAMINOID","1"
"56486",2018,3,"N","Slieve Carran","burren.ie",1,8,"C",16.45,"LEGUME","1"
"56487",2018,3,"N","Slieve Carran","burren.ie",1,8,"C",470.15,"LITTER","0"
"56488",2018,3,"K","Slieve Carran","burren.ie",1,9,"D",0.35,"BRYOPHYTE","1"
"56489",2018,3,"K","Slieve Carran","burren.ie",1,9,"D",211.95,"FORB","1"
"56490",2018,3,"K","Slieve Carran","burren.ie",1,9,"D",399.25,"GRAMINOID","1"
"56491",2018,3,"K","Slieve Carran","burren.ie",1,9,"D",14.25,"LEGUME","1"
"56492",2018,3,"K","Slieve Carran","burren.ie",1,9,"D",413.45,"LITTER","0"
"56493",2018,3,"NPK","Slieve Carran","burren.ie",1,10,"D",165.7,"FORB","1"
"56494",2018,3,"NPK","Slieve Carran","burren.ie",1,10,"D",527.3,"GRAMINOID","1"
"56495",2018,3,"NPK","Slieve Carran","burren.ie",1,10,"D",12.95,"LEGUME","1"
"56496",2018,3,"NPK","Slieve Carran","burren.ie",1,10,"D",117.2,"LITTER","0"
"56497",2018,3,"K","Slieve Carran","burren.ie",2,11,"A",0.05,"BRYOPHYTE","1"
"56498",2018,3,"K","Slieve Carran","burren.ie",2,11,"A",192.8,"FORB","1"
"56499",2018,3,"K","Slieve Carran","burren.ie",2,11,"A",277.8,"GRAMINOID","1"
"56500",2018,3,"K","Slieve Carran","burren.ie",2,11,"A",44.9,"LEGUME","1"
"56501",2018,3,"K","Slieve Carran","burren.ie",2,11,"A",345.85,"LITTER","0"
"56502",2018,3,"NK","Slieve Carran","burren.ie",2,12,"C",0.25,"BRYOPHYTE","1"
"56503",2018,3,"NK","Slieve Carran","burren.ie",2,12,"C",195.4,"FORB","1"
"56504",2018,3,"NK","Slieve Carran","burren.ie",2,12,"C",390.6,"GRAMINOID","1"
"56505",2018,3,"NK","Slieve Carran","burren.ie",2,12,"C",4.3,"LEGUME","1"
"56506",2018,3,"NK","Slieve Carran","burren.ie",2,12,"C",472.85,"LITTER","0"
"56507",2018,3,"P","Slieve Carran","burren.ie",2,13,"B",232.2,"FORB","1"
"56508",2018,3,"P","Slieve Carran","burren.ie",2,13,"B",354.65,"GRAMINOID","1"
"56509",2018,3,"P","Slieve Carran","burren.ie",2,13,"B",35.25,"LEGUME","1"
"56510",2018,3,"P","Slieve Carran","burren.ie",2,13,"B",295.8,"LITTER","0"
"56511",2018,3,"NPK","Slieve Carran","burren.ie",2,14,"D",135.65,"FORB","1"
"56512",2018,3,"NPK","Slieve Carran","burren.ie",2,14,"D",477.3,"GRAMINOID","1"
"56513",2018,3,"NPK","Slieve Carran","burren.ie",2,14,"D",7.3,"LEGUME","1"
"56514",2018,3,"NPK","Slieve Carran","burren.ie",2,14,"D",289.85,"LITTER","0"
"56515",2018,3,"N","Slieve Carran","burren.ie",2,15,"D",5.05,"BRYOPHYTE","1"
"56516",2018,3,"N","Slieve Carran","burren.ie",2,15,"D",228.95,"FORB","1"
"56517",2018,3,"N","Slieve Carran","burren.ie",2,15,"D",307.65,"GRAMINOID","1"
"56518",2018,3,"N","Slieve Carran","burren.ie",2,15,"D",1.85,"LEGUME","1"
"56519",2018,3,"N","Slieve Carran","burren.ie",2,15,"D",365.45,"LITTER","0"
"56520",2018,3,"NPK+Fence","Slieve Carran","burren.ie",2,16,"C",154.65,"FORB","1"
"56521",2018,3,"NPK+Fence","Slieve Carran","burren.ie",2,16,"C",800.1,"GRAMINOID","1"
"56522",2018,3,"NPK+Fence","Slieve Carran","burren.ie",2,16,"C",54.35,"LEGUME","1"
"56523",2018,3,"NPK+Fence","Slieve Carran","burren.ie",2,16,"C",77.8,"LITTER","0"
"56524",2018,3,"Control","Slieve Carran","burren.ie",2,17,"B",0.25,"BRYOPHYTE","1"
"56525",2018,3,"Control","Slieve Carran","burren.ie",2,17,"B",242,"FORB","1"
"56526",2018,3,"Control","Slieve Carran","burren.ie",2,17,"B",378.1,"GRAMINOID","1"
"56527",2018,3,"Control","Slieve Carran","burren.ie",2,17,"B",20.85,"LEGUME","1"
"56528",2018,3,"Control","Slieve Carran","burren.ie",2,17,"B",443.1,"LITTER","0"
"56529",2018,3,"Fence","Slieve Carran","burren.ie",2,18,"B",17.1,"FORB","1"
"56530",2018,3,"Fence","Slieve Carran","burren.ie",2,18,"B",312.7,"GRAMINOID","1"
"56531",2018,3,"Fence","Slieve Carran","burren.ie",2,18,"B",3.7,"LEGUME","1"
"56532",2018,3,"Fence","Slieve Carran","burren.ie",2,18,"B",876.45,"LITTER","0"
"56533",2018,3,"NP","Slieve Carran","burren.ie",2,19,"A",113.7,"FORB","1"
"56534",2018,3,"NP","Slieve Carran","burren.ie",2,19,"A",514.5,"GRAMINOID","1"
"56535",2018,3,"NP","Slieve Carran","burren.ie",2,19,"A",11.4,"LEGUME","1"
"56536",2018,3,"NP","Slieve Carran","burren.ie",2,19,"A",207.05,"LITTER","0"
"56537",2018,3,"PK","Slieve Carran","burren.ie",2,20,"A",3,"FORB","1"
"56538",2018,3,"PK","Slieve Carran","burren.ie",2,20,"A",800.85,"GRAMINOID","1"
"56539",2018,3,"PK","Slieve Carran","burren.ie",2,20,"A",45.3,"LEGUME","1"
"56540",2018,3,"PK","Slieve Carran","burren.ie",2,20,"A",663.25,"LITTER","0"
"56541",2018,3,"Fence","Slieve Carran","burren.ie",3,21,"C",20.65,"BRYOPHYTE","1"
"56542",2018,3,"Fence","Slieve Carran","burren.ie",3,21,"C",96.3,"FORB","1"
"56543",2018,3,"Fence","Slieve Carran","burren.ie",3,21,"C",643.5,"GRAMINOID","1"
"56544",2018,3,"Fence","Slieve Carran","burren.ie",3,21,"C",2,"LEGUME","1"
"56545",2018,3,"Fence","Slieve Carran","burren.ie",3,21,"C",617.3,"LITTER","0"
"56546",2018,3,"P","Slieve Carran","burren.ie",3,22,"D",0.25,"BRYOPHYTE","1"
"56547",2018,3,"P","Slieve Carran","burren.ie",3,22,"D",121.5,"FORB","1"
"56548",2018,3,"P","Slieve Carran","burren.ie",3,22,"D",377.6,"GRAMINOID","1"
"56549",2018,3,"P","Slieve Carran","burren.ie",3,22,"D",27.55,"LEGUME","1"
"56550",2018,3,"P","Slieve Carran","burren.ie",3,22,"D",243.4,"LITTER","0"
"56551",2018,3,"NPK","Slieve Carran","burren.ie",3,23,"A",89.25,"FORB","1"
"56552",2018,3,"NPK","Slieve Carran","burren.ie",3,23,"A",558.05,"GRAMINOID","1"
"56553",2018,3,"NPK","Slieve Carran","burren.ie",3,23,"A",53.3,"LEGUME","1"
"56554",2018,3,"NPK","Slieve Carran","burren.ie",3,23,"A",483.7,"LITTER","0"
"56555",2018,3,"NPK","Slieve Carran","burren.ie",3,23,"A",6.15,"WOODY","1"
"56556",2018,3,"N","Slieve Carran","burren.ie",3,24,"C",201.7,"FORB","1"
"56557",2018,3,"N","Slieve Carran","burren.ie",3,24,"C",448.6,"GRAMINOID","1"
"56558",2018,3,"N","Slieve Carran","burren.ie",3,24,"C",8.6,"LEGUME","1"
"56559",2018,3,"N","Slieve Carran","burren.ie",3,24,"C",350.45,"LITTER","0"
"56560",2018,3,"NP","Slieve Carran","burren.ie",3,25,"D",75.85,"FORB","1"
"56561",2018,3,"NP","Slieve Carran","burren.ie",3,25,"D",644.45,"GRAMINOID","1"
"56562",2018,3,"NP","Slieve Carran","burren.ie",3,25,"D",6.15,"LEGUME","1"
"56563",2018,3,"NP","Slieve Carran","burren.ie",3,25,"D",165.7,"LITTER","0"
"56564",2018,3,"K","Slieve Carran","burren.ie",3,26,"A",2.35,"BRYOPHYTE","1"
"56565",2018,3,"K","Slieve Carran","burren.ie",3,26,"A",102,"FORB","1"
"56566",2018,3,"K","Slieve Carran","burren.ie",3,26,"A",438.65,"GRAMINOID","1"
"56567",2018,3,"K","Slieve Carran","burren.ie",3,26,"A",6.8,"LEGUME","1"
"56568",2018,3,"K","Slieve Carran","burren.ie",3,26,"A",358.4,"LITTER","0"
"56569",2018,3,"K","Slieve Carran","burren.ie",3,26,"A",0.85,"WOODY","1"
"56570",2018,3,"NK","Slieve Carran","burren.ie",3,27,"B",0.3,"BRYOPHYTE","1"
"56571",2018,3,"NK","Slieve Carran","burren.ie",3,27,"B",112.85,"FORB","1"
"56572",2018,3,"NK","Slieve Carran","burren.ie",3,27,"B",416.3,"GRAMINOID","1"
"56573",2018,3,"NK","Slieve Carran","burren.ie",3,27,"B",375.7,"LITTER","0"
"56574",2018,3,"NK","Slieve Carran","burren.ie",3,27,"B",36.25,"WOODY","1"
"56575",2018,3,"Control","Slieve Carran","burren.ie",3,28,"D",32.25,"BRYOPHYTE","1"
"56576",2018,3,"Control","Slieve Carran","burren.ie",3,28,"D",86.2,"FORB","1"
"56577",2018,3,"Control","Slieve Carran","burren.ie",3,28,"D",401.15,"GRAMINOID","1"
"56578",2018,3,"Control","Slieve Carran","burren.ie",3,28,"D",6.05,"LEGUME","1"
"56579",2018,3,"Control","Slieve Carran","burren.ie",3,28,"D",359.85,"LITTER","0"
"56580",2018,3,"PK","Slieve Carran","burren.ie",3,29,"D",158.8,"FORB","1"
"56581",2018,3,"PK","Slieve Carran","burren.ie",3,29,"D",395.15,"GRAMINOID","1"
"56582",2018,3,"PK","Slieve Carran","burren.ie",3,29,"D",50.2,"LEGUME","1"
"56583",2018,3,"PK","Slieve Carran","burren.ie",3,29,"D",108,"LITTER","0"
"56584",2018,3,"NPK+Fence","Slieve Carran","burren.ie",3,30,"A",206.3,"FORB","1"
"56585",2018,3,"NPK+Fence","Slieve Carran","burren.ie",3,30,"A",648.7,"GRAMINOID","1"
"56586",2018,3,"NPK+Fence","Slieve Carran","burren.ie",3,30,"A",6.6,"LEGUME","1"
"56587",2018,3,"NPK+Fence","Slieve Carran","burren.ie",3,30,"A",570.3,"LITTER","0"
